Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,01/02/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Paraguay,PRY,"Improved sanitation facilities, urban (% of urban population with access)",SH.STA.ACSN.UR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"73,6","74,5","75,4","76,4","77,3","78,3","79,2","80,1","81,1",82,83,"83,9","84,8","85,8","86,7","87,6","88,6","89,5","90,5","91,4","92,3","93,3","94,2","95,2","95,5","95,5",
Paraguay,PRY,"Improved sanitation facilities, rural (% of rural population with access)",SH.STA.ACSN.RU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"32,2",34,"35,9","37,7","39,6","41,4","43,3","45,1",47,"48,8","50,7","52,5","54,4","56,2","58,1","59,9","61,8","63,6","65,5","67,3","69,2",71,"72,9","74,7","76,5","78,4",
Paraguay,PRY,Improved sanitation facilities (% of population with access),SH.STA.ACSN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52,3",54,"55,7","57,4",59,"60,6","62,2","63,8","65,4",67,"68,5","70,1","71,6",73,"74,4","75,8","77,2","78,6",80,"81,3","82,7","84,1","85,4","86,8","87,8","88,6",
Paraguay,PRY,"Number of surgical procedures (per 100,000 population)",SH.SGR.PROC.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4129,,,,
Paraguay,PRY,Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"59,4",,
Paraguay,PRY,Risk of catastrophic expenditure for surgical care (% of people at risk),SH.SGR.CRSK.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"63,2",,
Paraguay,PRY,"Smoking prevalence, males (% of adults)",SH.PRV.SMOK.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"46,2",,,,,39,,,,,"33,1",,"31,3",,,,
Paraguay,PRY,"Smoking prevalence, females (% of adults)",SH.PRV.SMOK.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,9",,,,,12,,,,,"9,7",,9,,,,
Paraguay,PRY,Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"37,7","37,1","36,4","35,8","35,2","34,6","34,1","33,6","33,3","32,9","32,6","32,3","32,1","31,8","31,6","31,5","31,4",,,,,
Paraguay,PRY,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,74468966","0,7266763196","0,7105726906","0,6911866756","0,6736250227","0,6595936985","0,6674796754","0,6088018715","0,58866468","0,593409827","0,6074794039","0,5811832804","0,5749186781","0,567039326","0,608981956","0,5234366965","0,5367356035","0,4727147411","0,467298008","0,4777447514","0,4219758144","0,4310307862","0,4059705555","0,3912269318","0,380226409","0,3682750601",
Paraguay,PRY,Lifetime risk of maternal death (1 in: rate varies by country),SH.MMR.RISK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,140,140,140,150,150,150,160,170,170,160,170,170,180,160,190,190,210,210,210,240,230,250,260,260,270,
Paraguay,PRY,Number of maternal deaths,SH.MMR.DTHS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210,210,210,210,210,220,220,210,210,220,230,220,230,230,250,220,230,210,210,220,190,200,190,190,190,190,
Paraguay,PRY,Children with fever receiving antimalarial drugs (% of children under age 5 with fever),SH.MLR.TRET.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paraguay,PRY,Use of insecticide-treated bed nets (% of under-5 population),SH.MLR.NETS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paraguay,PRY,"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"78,4",,,,,"3,9",,,,,"0,2",,,,,0,
Paraguay,PRY,"Specialist surgical workforce (per 100,000 population)",SH.MED.SAOP.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,3750953762",,
Paraguay,PRY,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,"0,5336590409",,,,,"0,5329168439",,,,,"0,4352999926",,,,,"0,4388999939",,,,"0,5631999969",,"0,5785999894",,,"0,700600028","0,6750000119",,,"0,6396999955",,"0,6499999762","0,8126999736",,,"0,280099988","0,73",,"1,098",,,"1,17",,"1,107",,,,,,,,,,"1,227",,,,
Paraguay,PRY,"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,788",,,,,,,,,,"1,001",,,,
Paraguay,PRY,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,15",,,,,,,,,,,,,,
Paraguay,PRY,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,"2,3892507553",,,,,,,,,,"1,6294000149",,,,,"1,6829999685",,,,,,,,,,,,,,"1,3200999498","0,9322000146",,,"1,2999999523","0,6008999944",,"1,3400000334",,,,,,"1,2000000477",,,"1,2","1,3","1,3","1,3","1,3","1,3","1,3",,,,,
Paraguay,PRY,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,19,16,26,37,62,48,46,56,63,58,69,74,87,96,76,75,81,61,71,82,92,90,86,91,91,91,91,91,91,91,94,93,91,92,89,83,
Paraguay,PRY,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,,,,,,,,,,,,,,,,,,,,,17,28,34,45,67,57,53,58,56,61,67,66,73,66,71,68,72,75,79,82,86,89,87,86,92,96,98,95,89,85,89,89,87,86,87,93,
Paraguay,PRY,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,90,92,92,86,87,85,89,89,87,86,87,93,
Paraguay,PRY,Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,62,58,55,65,56,
Paraguay,PRY,Incidence of HIV (% of uninfected population ages 15-49),SH.HIV.INCD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,03","0,03","0,03","0,03","0,04","0,04","0,05","0,05","0,05","0,05","0,06","0,05","0,05","0,05","0,05","0,04","0,04","0,04","0,04","0,04","0,04","0,03","0,03","0,03","0,03","0,03",
Paraguay,PRY,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,1000,1000,1000,1000,1100,1300,1300,1400,1500,1500,1500,1500,1400,1400,1300,1300,1300,1200,1200,1200,1200,1100,1100,1100,
Paraguay,PRY,Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Paraguay,PRY,Adults (ages 15+) newly infected with HIV,SH.HIV.INCD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,1000,1000,1000,1000,1100,1200,1200,1400,1500,1400,1400,1400,1300,1300,1200,1200,1200,1100,1200,1100,1100,1100,1100,1100,
Paraguay,PRY,Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,5,7,10,14,18,19,21,25,28,31,
Paraguay,PRY,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,1","0,2","0,2","0,2","0,2","0,2","0,2","0,3","0,3","0,3","0,3","0,3","0,3","0,3","0,3","0,3","0,3","0,3","0,3","0,3","0,3","0,3","0,3","0,2","0,2","0,2",
Paraguay,PRY,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,2","0,2","0,2","0,2","0,2","0,2","0,2","0,2","0,2","0,2","0,2","0,2","0,2","0,2","0,2","0,2","0,2","0,2","0,1",
Paraguay,PRY,Children (0-14) living with HIV,SH.HIV.0014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,200,200,200,200,200,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,
Paraguay,PRY,Improved water source (% of population with access),SH.H2O.SAFE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,"55,2","57,4","59,5","61,6","63,6","65,6","67,6","69,6","71,5","73,4","75,3","77,1","78,8","80,5","82,1","83,8","85,4",87,"88,7","90,3","91,9","93,4",95,"96,6",98,
Paraguay,PRY,"Improved water source, urban (% of urban population with access)",SH.H2O.SAFE.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"84,9","85,5","86,1","86,7","87,3",88,"88,6","89,2","89,8","90,4",91,"91,7","92,3","92,9","93,5","94,1","94,7","95,3",96,"96,6","97,2","97,8","98,4",99,"99,7",100,
Paraguay,PRY,"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22,7","25,6","28,5","31,4","34,2","37,1",40,"42,9","45,8","48,7","51,6","54,5","57,4","60,3","63,2",66,"68,9","71,8","74,7","77,6","80,5","83,4","86,3","89,2","92,1","94,9",
Paraguay,PRY,Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,"37,3",,,"53,5",,,,,,55,,"60,1",,,,,,"76,2",,,,"84,1",,,,,,,,
Paraguay,PRY,"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22,7","22,1","21,6",21,"20,5","19,9","19,5","19,1","18,6","18,3","17,7","17,2","16,7","16,3","15,8","15,4","14,9","14,4","13,9","13,5",13,"12,6","12,2","11,8","11,4","10,9",
Paraguay,PRY,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",SH.DYN.NCOM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,19,,,,
Paraguay,PRY,"Mortality rate, under-5, male (per 1,000 live births)",SH.DYN.MORT.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"50,3",,,,,,,,,,"36,7",,,,,,,,,,"26,4",,,,,"22,5",
Paraguay,PRY,"Mortality rate, under-5, female (per 1,000 live births)",SH.DYN.MORT.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"42,6",,,,,,,,,,"30,3",,,,,,,,,,"21,6",,,,,"18,3",
Paraguay,PRY,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,"85,3","84,3","83,4","82,7",82,"81,3","80,6","80,1","79,4","78,7",78,"77,1","76,1","75,1","73,8","72,5","71,1","69,6",68,"66,4","64,7","62,9",61,"59,1","57,2","55,3","53,5","51,7","49,9","48,2","46,5","44,9","43,3","41,9","40,5","39,2","37,9","36,8","35,7","34,6","33,5","32,5","31,5","30,4","29,4","28,4","27,5","26,6","25,7","24,9","24,1","23,3","22,6","21,9","21,2","20,5",
Paraguay,PRY,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,1","0,2","0,2","0,2","0,2","0,2","0,3","0,3","0,3","0,3","0,4","0,4","0,4","0,4","0,4","0,4","0,4","0,4","0,4","0,4","0,4","0,4","0,4","0,4","0,4","0,4",
Paraguay,PRY,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26,2056074766","26,5901334161","26,9251194902","27,2389791183","27,536525974","27,8053097345","28,0587780356","28,2780195865","28,4599439093","28,6197859795","28,7472917077","28,8609427305","28,9571380358","29,0494781292","29,1288773722","29,1973490427","29,2542203861","29,3073682757","29,3700207538","29,4462540717","29,5312203454","29,6369473944","29,7593793563","29,9719553673","30,1518182888","30,3227682466",
Paraguay,PRY,Number of neonatal deaths,SH.DTH.NMRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3123,3064,3014,2949,2898,2835,2808,2784,2737,2701,2595,2473,2331,2201,2077,1998,1954,1935,1925,1917,1871,1807,1725,1635,1552,1471,
Paraguay,PRY,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"65,6",,,,,,,,,,,,72,,,,
Paraguay,PRY,Number of under-five deaths,SH.DTH.MORT,6434,6486,6590,6735,6880,6999,7098,7196,7249,7262,7236,7141,6992,6845,6729,6711,6773,6926,7124,7311,7436,7488,7465,7394,7292,7174,7052,6908,6743,6578,6401,6230,6050,5892,5734,5591,5458,5359,5247,5101,4912,4692,4433,4152,3916,3735,3634,3583,3553,3519,3446,3330,3192,3039,2896,2780,
Paraguay,PRY,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,7",,,,,,,,,,,,"12,9",,,,
Paraguay,PRY,Number of infant deaths,SH.DTH.IMRT,4720,4789,4889,5012,5141,5239,5320,5396,5441,5442,5419,5325,5201,5077,5001,5014,5127,5302,5512,5696,5831,5888,5877,5829,5756,5683,5583,5483,5358,5252,5124,4995,4873,4762,4652,4544,4463,4399,4324,4218,4072,3877,3652,3424,3240,3095,3035,3016,3011,2988,2941,2845,2719,2581,2468,2366,
Paraguay,PRY,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23,7",,,,,,,,,,,,"15,1",,,,
Paraguay,PRY,"Condom use, population ages 15-24, male (% of males ages 15-24)",SH.CON.1524.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paraguay,PRY,"Condom use, population ages 15-24, female (% of females ages 15-24)",SH.CON.1524.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paraguay,PRY,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22,4","21,7","21,1","20,6","20,1","19,6","19,3","18,9","18,6","18,4","18,2","18,1",18,18,18,"18,2","18,6",,,,,
Paraguay,PRY,Prevalence of anemia among children (% of children under 5),SH.ANM.CHLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"39,7","37,9","36,1","34,5","32,9","31,5","30,2","29,2","28,1","27,3","26,7","26,3","25,9","25,7","25,6","25,5","25,3","25,3","25,4","25,9","26,5","27,2",,,,,
Paraguay,PRY,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23,7",23,"22,3","21,7","21,2","20,7","20,3",20,"19,6","19,4","19,2",19,"18,9","18,8","18,8",19,"19,3",,,,,
Paraguay,PRY,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,6",
Paraguay,PRY,Women who believe a husband is justified in beating his wife when she refuses sex with him (%),SG.VAW.REFU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paraguay,PRY,Women who believe a husband is justified in beating his wife (any of five reasons) (%),SG.VAW.REAS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paraguay,PRY,Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paraguay,PRY,Women who believe a husband is justified in beating his wife when she goes out without telling him (%),SG.VAW.GOES.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paraguay,PRY,Women who believe a husband is justified in beating his wife when she burns the food (%),SG.VAW.BURN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paraguay,PRY,Women who believe a husband is justified in beating his wife when she argues with him (%),SG.VAW.ARGU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paraguay,PRY,Proportion of women subjected to physical and/or sexual violence in the last 12 months ( % of women age 15-49),SG.VAW.1549.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paraguay,PRY,Nondiscrimination clause mentions gender in the constitution (1=yes; 0=no),SG.NOD.CONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,
Paraguay,PRY,Mothers are guaranteed an equivalent position after maternity leave (1=yes; 0=no),SG.MMR.LEVE.EP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,1,
Paraguay,PRY,Legislation exists on domestic violence (1=yes; 0=no),SG.LEG.DVAW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,
Paraguay,PRY,Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no),SG.LAW.NODC.HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,
Paraguay,PRY,Law mandates paid or unpaid maternity leave (1=yes; 0=no),SG.LAW.LEVE.PU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,1,
Paraguay,PRY,Law mandates equal remuneration for females and males for work of equal value (1=yes; 0=no),SG.LAW.EQRM.WK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,
Paraguay,PRY,Law prohibits or invalidates child or early marriage (1=yes; 0=no),SG.LAW.CHMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
Paraguay,PRY,Nonpregnant and nonnursing women can do the same jobs as men (1=yes; 0=no),SG.JOB.NOPN.EQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,1,
Paraguay,PRY,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,6",,,,,,,"2,5",,"2,5","2,5","2,5","2,5","8,8",10,10,10,10,"12,5","12,5","12,5","12,5","12,5","17,5",15,15,15
Paraguay,PRY,"Female legislators, senior officials and managers (% of total)",SG.GEN.LSOM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"34,6188023256","34,0628113507","35,3546893093","32,0350770849","33,9791021155","32,3414573563","38,5625549122","33,8179447045",,
Paraguay,PRY,"Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)",SG.DMK.ALLD.FN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paraguay,PRY,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,"2,2811000347","2,4719700813",,,,,,,,,,,,,,"1,5446499586",,,,,"1,0620700121",,,,,,,,"4,30809021","4,4549598694","4,5707101822","4,2504200935","3,8770399094","3,9492499828","3,438090086",,,"3,5460400581",,,"3,7676599026","4,9664402008","4,9630498886",,,,
Paraguay,PRY,Expenditure on education as % of total government expenditure (%),SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,5414104462","21,8768291473","21,5593891144","19,8792304993","18,8153896332","20,8617992401","18,2292499542",,,"19,3303909302",,,"18,7221794128","23,2494792938","19,6024494171",,,,
Paraguay,PRY,Expenditure on tertiary as % of government expenditure on education (%),SE.XPD.TERT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,2793292999","17,0771007538","16,4631404877","17,113779068","15,9180297852",,,"19,145740509",,,"18,5381507874","33,4837913513","22,3974895477",,,,
Paraguay,PRY,Government expenditure per tertiary student as % of GDP per capita (%),SE.XPD.TERT.PC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"50,4045715332","40,6259994507","24,0021800995","26,4113998413","20,9921894073",,,"22,4235401154",,,"19,2589302063",,,,,,
Paraguay,PRY,Expenditure on secondary as % of government expenditure on education (%),SE.XPD.SECO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29,9106502533","28,8632106781","28,3436508179","28,4881896973","29,7930393219",,,"35,3418197632",,,"36,1297416687","31,2413291931","32,9916610718",,,,
Paraguay,PRY,"Government expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,7851400375","13,3207902908","11,6427097321","12,3499097824","11,1071996689",,,"14,0517997742",,,"15,0716495514","16,844379425","16,5532894135",,,,
Paraguay,PRY,Expenditure on primary as % of government expenditure on education (%),SE.XPD.PRIM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"46,4034805298","47,2664489746","46,8777084351","46,4436187744","46,6221389771",,,"39,2136917114",,,"38,5065498352","30,2423496246","38,2541503906",,,,
Paraguay,PRY,"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,6369895935","11,2379598618","10,4000701904","10,9925298691","9,8210401535",,,"9,2754297256",,,"10,7343902588","11,5219097137","14,4491901398",,,,
Paraguay,PRY,"All education staff compensation, total (% of total expenditure in public institutions)",SE.XPD.MTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"61,51720047","71,8212203979",,"84,4883575439","85,1179504395","89,4141311646",,,"78,6507568359",,,"65,5269470215","67,1285095215","79,88230896",,,,
Paraguay,PRY,"All education staff compensation, tertiary (% of total expenditure in tertiary public institutions)",SE.XPD.MTER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"91,1528320313","91,1184692383","92,3737030029",,,"71,9095993042",,,,"43,1436500549","83,1206588745",,,,
Paraguay,PRY,"All education staff compensation, secondary (% of total expenditure in secondary public institutions)",SE.XPD.MSEC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"84,4668273926","86,2053604126","88,6789169312",,,"80,2419891357",,,"86,1879806519","81,3011398315","85,077041626",,,,
Paraguay,PRY,"All education staff compensation, primary (% of total expenditure in primary public institutions)",SE.XPD.MPRM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"81,1432800293","81,1432800293","88,6521072388",,,"82,7887573242",,,"79,3669891357","78,2381591797","73,8368301392",,,,
Paraguay,PRY,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"88,8608627319","92,9045791626",,"95,876991272","96,0002593994","95,5651779175",,,"91,8012390137",,,"93,4833602905","92,0703735352","91,6132965088",,,,
Paraguay,PRY,"Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)",SE.XPD.CTER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"98,6824264526","99,1354217529","98,4272384644",,,"88,1933898926",,,"91,4549407959","89,837097168","91,8453826904",,,,
Paraguay,PRY,"Current education expenditure, secondary (% of total expenditure in secondary public institutions)",SE.XPD.CSEC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"95,7596893311","96,0836715698","96,5393981934",,,"92,2392120361",,,"91,9710769653","88,9868011475","89,4275665283",,,,
Paraguay,PRY,"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"95,2763671875","95,0490188599","94,157913208",,,"95,5990829468",,,"96,2207794189","96,7901535034","92,7715606689",,,,
Paraguay,PRY,"Tertiary education, academic staff (% female)",SE.TER.TCHR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paraguay,PRY,"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,,,,,,,,,,,"4,2963299751",,,,,,,,,,,,,,,,,,,,,,,"11,4241104126",,,"8,4097499847",,,"11,0982398987","13,5274400711","15,1023702621","21,9839801788","21,0869808197","21,6201400757","24,3075904846",,"24,75248909","29,2917098999","30,4977893829","29,130739212",,,,,,
Paraguay,PRY,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,,,,,,,,,,,"3,1436700821",,,,,,,,,,,,,,,,,,,,,,,"9,6600103378",,,"10,3586196899",,,"15,2917404175","18,4413108826","20,8433303833","30,7921695709","29,0951194763","29,0293197632","27,5234794617",,"33,4873809814","39,860660553","44,0199699402","41,2426986694",,,,,,
